Record_ID,H2_Tminus2,CH4_Tminus2,C2H6_Tminus2,C2H4_Tminus2,C2H2_Tminus2,CO_Tminus2,CO2_Tminus2,BDV_Tminus2,Moisture_PPM_Tminus2,WTI_HV_Tminus2,WTI_LV_Tminus2,OTI_Tminus2,Loading_pct_Tminus2,Ambient_Temp_Tminus2,Age_Years_Tminus2,IR_HV_E_1min_Tminus2,IR_LV_E_1min_Tminus2,IR_TV_E_1min_Tminus2,IR_HV_E_10min_Tminus2,IR_LV_E_10min_Tminus2,IR_TV_E_10min_Tminus2,PI_HV_Tminus2,PI_LV_Tminus2,PI_TV_Tminus2,Winding_HV_TanDelta_pct_Tminus2,Winding_LV_TanDelta_pct_Tminus2,Winding_TV_TanDelta_pct_Tminus2,Winding_HV_CapChange_pct_Tminus2,Winding_LV_CapChange_pct_Tminus2,Winding_TV_CapChange_pct_Tminus2,Bushing_HV_R_TanDelta_pct_Tminus2,Bushing_HV_Y_TanDelta_pct_Tminus2,Bushing_HV_B_TanDelta_pct_Tminus2,Bushing_HV_R_CapChange_pct_Tminus2,Bushing_HV_Y_CapChange_pct_Tminus2,Bushing_HV_B_CapChange_pct_Tminus2,Bushing_LV_R_TanDelta_pct_Tminus2,Bushing_LV_Y_TanDelta_pct_Tminus2,Bushing_LV_B_TanDelta_pct_Tminus2,Bushing_LV_R_CapChange_pct_Tminus2,Bushing_LV_Y_CapChange_pct_Tminus2,Bushing_LV_B_CapChange_pct_Tminus2,Bushing_TV_R_TanDelta_pct_Tminus2,Bushing_TV_Y_TanDelta_pct_Tminus2,Bushing_TV_B_TanDelta_pct_Tminus2,Bushing_TV_R_CapChange_pct_Tminus2,Bushing_TV_Y_CapChange_pct_Tminus2,Bushing_TV_B_CapChange_pct_Tminus2,H2_Tminus1,CH4_Tminus1,C2H6_Tminus1,C2H4_Tminus1,C2H2_Tminus1,CO_Tminus1,CO2_Tminus1,BDV_Tminus1,Moisture_PPM_Tminus1,WTI_HV_Tminus1,WTI_LV_Tminus1,OTI_Tminus1,Loading_pct_Tminus1,Ambient_Temp_Tminus1,Age_Years_Tminus1,IR_HV_E_1min_Tminus1,IR_LV_E_1min_Tminus1,IR_TV_E_1min_Tminus1,IR_HV_E_10min_Tminus1,IR_LV_E_10min_Tminus1,IR_TV_E_10min_Tminus1,PI_HV_Tminus1,PI_LV_Tminus1,PI_TV_Tminus1,Winding_HV_TanDelta_pct_Tminus1,Winding_LV_TanDelta_pct_Tminus1,Winding_TV_TanDelta_pct_Tminus1,Winding_HV_CapChange_pct_Tminus1,Winding_LV_CapChange_pct_Tminus1,Winding_TV_CapChange_pct_Tminus1,Bushing_HV_R_TanDelta_pct_Tminus1,Bushing_HV_Y_TanDelta_pct_Tminus1,Bushing_HV_B_TanDelta_pct_Tminus1,Bushing_HV_R_CapChange_pct_Tminus1,Bushing_HV_Y_CapChange_pct_Tminus1,Bushing_HV_B_CapChange_pct_Tminus1,Bushing_LV_R_TanDelta_pct_Tminus1,Bushing_LV_Y_TanDelta_pct_Tminus1,Bushing_LV_B_TanDelta_pct_Tminus1,Bushing_LV_R_CapChange_pct_Tminus1,Bushing_LV_Y_CapChange_pct_Tminus1,Bushing_LV_B_CapChange_pct_Tminus1,Bushing_TV_R_TanDelta_pct_Tminus1,Bushing_TV_Y_TanDelta_pct_Tminus1,Bushing_TV_B_TanDelta_pct_Tminus1,Bushing_TV_R_CapChange_pct_Tminus1,Bushing_TV_Y_CapChange_pct_Tminus1,Bushing_TV_B_CapChange_pct_Tminus1,H2_T0_Current,CH4_T0_Current,C2H6_T0_Current,C2H4_T0_Current,C2H2_T0_Current,CO_T0_Current,CO2_T0_Current,BDV_T0_Current,Moisture_PPM_T0_Current,WTI_HV_T0_Current,WTI_LV_T0_Current,OTI_T0_Current,Loading_pct_T0_Current,Ambient_Temp_T0_Current,Age_Years_T0_Current,IR_HV_E_1min_T0_Current,IR_LV_E_1min_T0_Current,IR_TV_E_1min_T0_Current,IR_HV_E_10min_T0_Current,IR_LV_E_10min_T0_Current,IR_TV_E_10min_T0_Current,PI_HV_T0_Current,PI_LV_T0_Current,PI_TV_T0_Current,Winding_HV_TanDelta_pct_T0_Current,Winding_LV_TanDelta_pct_T0_Current,Winding_TV_TanDelta_pct_T0_Current,Winding_HV_CapChange_pct_T0_Current,Winding_LV_CapChange_pct_T0_Current,Winding_TV_CapChange_pct_T0_Current,Bushing_HV_R_TanDelta_pct_T0_Current,Bushing_HV_Y_TanDelta_pct_T0_Current,Bushing_HV_B_TanDelta_pct_T0_Current,Bushing_HV_R_CapChange_pct_T0_Current,Bushing_HV_Y_CapChange_pct_T0_Current,Bushing_HV_B_CapChange_pct_T0_Current,Bushing_LV_R_TanDelta_pct_T0_Current,Bushing_LV_Y_TanDelta_pct_T0_Current,Bushing_LV_B_TanDelta_pct_T0_Current,Bushing_LV_R_CapChange_pct_T0_Current,Bushing_LV_Y_CapChange_pct_T0_Current,Bushing_LV_B_CapChange_pct_T0_Current,Bushing_TV_R_TanDelta_pct_T0_Current,Bushing_TV_Y_TanDelta_pct_T0_Current,Bushing_TV_B_TanDelta_pct_T0_Current,Bushing_TV_R_CapChange_pct_T0_Current,Bushing_TV_Y_CapChange_pct_T0_Current,Bushing_TV_B_CapChange_pct_T0_Current,Trend_Scenario,HI_Tminus2,HI_Tminus1,HI_Current,Current_Condition,Weighted_Trend_Older,Weighted_Trend_Recent,Weighted_Trend_Total,Trend_Acceleration,Trend_Penalty,Trend_Direction,Trend_Severity,Trend_Alert_Flag,Fastest_Deteriorating_Parameter,Dynamic_HI_PreCap,Dynamic_HI_Final,Dynamic_Condition,Binary_DHI,Dynamic_Anomaly_Flag,Dynamic_Anomaly_Type,Current_Hard_Cap_Flag,Current_Hard_Cap_Reason,DHI_Delta_vs_Current,DHI_training_target,Trend_Cap_Flag,Trend_Cap_Reason
11,224.1374,0.0,58.8055,49.7774,0.0,332.3145,1477.5348,36.3138,15.0877,83.7456,79.8242,71.2692,82.72,37.5588,11.3,3386.4761,2404.5705,3233.1835,5699.4443,5416.7363,5580.0513,1.683,2.227,1.7259,0.5891,0.6108,0.6745,1.7295,1.1998,1.6065,0.4239,0.4581,0.4446,0.4401,-1.0828,0.2018,0.4422,0.4236,0.4244,0.2752,0.3322,0.3206,0.424,0.4611,0.4678,0.1643,-0.018,0.1171,208.1287,40.0904,60.0999,54.5494,0.0,337.5088,1915.2209,35.9331,16.2169,77.794,80.0474,69.3975,84.5963,36.2038,12.3,3115.886,2088.712,2880.1815,5466.2903,5102.6485,5288.6636,1.7543,2.227,1.8362,0.6103,0.6144,0.6811,1.8487,1.6175,1.9136,0.4427,0.4677,0.4426,0.1199,-1.2912,-0.0911,0.459,0.4237,0.4244,0.2902,0.9463,0.288,0.424,0.4754,0.4813,-0.0817,0.5558,-0.34,512.7,202.6,80.1,78.5,1.0,525.6,3482.0,29.1,23.5,83.3,86.1,75.7,89.4,37.5,13.3,1008.3,794.3,1121.3,1089.7,827.9,1294.9,1.081,1.042,1.155,0.702,0.711,0.764,5.22,5.63,6.6,0.517,0.548,0.535,2.3,-3.23,2.48,0.559,0.51,0.5,2.8,3.15,3.65,0.506,0.555,0.535,2.92,3.27,2.7,Sudden_Deterioration,0.1816,0.1788,0.0,Critical,0.00416,0.26295,0.26711,0.25879,0.12154,Deteriorating,Severe,0,PI_LV,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,BDV<=30 kV; Any IR 10min<1000 Mohm,0.0,0.0,1,H2; CH4; CO2; IR_HV_E_1min; IR_LV_E_1min; IR_TV_E_1min; IR_HV_E_10min; IR_LV_E_10min; IR_TV_E_10min; PI_LV; Winding_TV_CapChange_pct
12,911.9252,546.2267,101.5796,106.9222,13.6404,783.8653,5403.537,46.703,34.0946,92.7256,98.5892,84.4373,101.3334,39.9276,22.8,5923.6591,6471.2447,5742.4478,9067.4438,9257.6917,8675.8896,1.5307,1.4306,1.5108,0.7943,0.7622,0.8548,6.4125,-5.9084,7.1162,0.6893,0.6592,0.6251,4.7578,5.6599,-4.3109,0.7182,0.6972,0.6192,-4.237,5.8611,5.0005,0.6432,0.6608,0.6581,4.8258,-3.7613,5.7826,897.6207,542.7899,102.8821,109.7623,14.5873,801.0873,5383.381,47.0954,32.8078,93.2888,88.6937,81.5328,100.7384,39.5728,23.8,5993.3574,6474.1081,5773.519,9648.1233,9752.2152,7870.4512,1.6098,1.5063,1.3632,0.7897,0.7492,0.8654,6.9332,-6.3741,7.0134,0.6889,0.6676,0.6209,4.4083,5.4686,-4.04,0.719,0.6983,0.6265,-3.9775,5.511,4.8257,0.6342,0.6683,0.6636,4.6747,-3.6836,5.9834,924.6,553.8,101.5,111.9,14.4,792.6,5501.1,47.0,33.4,93.4,90.5,83.5,99.1,39.8,24.8,6057.8,6469.8,5957.9,9474.9,9731.7,8623.3,1.564,1.504,1.447,0.792,0.75,0.862,6.68,-5.85,7.04,0.689,0.653,0.615,4.29,5.61,-4.27,0.714,0.691,0.621,-4.11,5.29,4.7,0.638,0.659,0.661,4.59,-3.71,5.69,Stable,0.5724,0.5792,0.5794,Poor,-0.01009,-0.00027,-0.01036,0.00982,0.00157,Stable,Stable,0,PI_TV,0.5771,0.5771,Poor,0,1,Winding_TD_Cap,0,,-0.0023,57.709999999999994,0,
13,1364.7125,801.033,127.0275,148.6063,22.1083,949.8407,6334.5173,46.1342,35.9135,90.8215,98.7422,84.8996,101.5989,41.9438,31.1,5259.2838,3143.9483,4743.3894,8292.301,5723.5447,6841.8933,1.5767,1.8205,1.4424,0.8014,0.833,0.7991,3.9084,-4.0609,2.0193,0.7819,0.7022,0.7885,-2.7127,2.453,5.3032,0.8368,0.8439,0.7568,2.1618,1.495,3.3158,0.8476,0.7864,0.651,3.5432,3.6087,-5.1253,1475.3681,834.3595,127.8857,165.7167,26.0188,1066.6585,6830.4669,42.1568,38.7602,98.1706,100.3185,90.4498,105.0189,42.2798,32.1,4601.0867,2466.6773,4066.3156,6298.7346,3547.2347,5476.6801,1.369,1.4381,1.3468,0.8341,0.8875,0.8414,5.6639,-6.448,4.7084,0.8182,0.7381,0.807,-3.2553,4.1959,6.355,0.8695,0.8704,0.7893,3.4013,2.6554,4.7192,0.8814,0.833,0.6945,4.6487,5.1585,-6.6031,1733.8,952.4,140.5,181.0,31.6,1271.9,7982.8,36.2,44.7,102.7,106.1,94.3,112.7,42.4,33.1,2988.4,1235.2,2348.2,3517.2,1429.0,2851.5,1.177,1.157,1.214,0.902,0.972,0.907,8.3,-9.09,8.58,0.896,0.82,0.874,-6.04,7.16,8.67,0.936,0.938,0.878,6.4,5.59,6.93,0.955,0.893,0.787,7.13,8.57,-8.22,Rapid_Deterioration,0.5444,0.4633,0.3398,Very Poor,0.11935,0.18158,0.30093,0.06223,0.10024,Deteriorating,Severe,1,BDV,0.2785,0.2785,Very Poor,0,1,Rapid_Trend_Deterioration,0,,-0.0613,0.0,1,Winding_TV_CapChange_pct; Bushing_HV_Y_CapChange_pct; Bushing_LV_R_CapChange_pct
14,1159.0156,680.7078,119.0221,136.3793,20.416,866.8689,6368.2929,42.2945,36.3811,94.8138,94.9635,85.7997,102.5086,42.7884,30.4,4383.5698,4482.5789,4830.8468,7657.6242,8734.1736,9114.0668,1.7469,1.9485,1.8866,0.8057,0.8474,0.8224,-3.3413,3.6231,5.001,0.623,0.808,0.6463,2.0938,0.8387,-0.6394,0.8013,0.7291,0.5901,-0.0979,-1.9449,3.9566,0.5654,0.715,0.775,2.4533,1.0608,1.6259,1340.8403,745.4956,126.5261,153.5153,26.1229,1002.3896,7330.4892,40.1557,39.6206,99.0331,100.9508,86.8485,107.0684,43.1408,31.4,3615.2791,3792.0241,3855.7285,5369.9449,5905.3478,6031.5021,1.4853,1.5573,1.5643,0.8619,0.8892,0.8714,-5.5523,5.4145,6.5081,0.6712,0.8571,0.6852,3.9017,2.4598,-2.5325,0.8534,0.7927,0.6217,-2.118,-3.5482,5.3416,0.6173,0.7585,0.8197,3.8787,2.6368,3.6665,1558.5,869.2,140.5,176.8,31.6,1182.3,8562.1,34.9,44.3,101.7,106.0,92.8,111.2,43.4,32.4,2188.0,1849.1,2424.8,2638.6,2123.5,2574.3,1.206,1.148,1.062,0.918,0.959,0.95,-8.9,9.6,9.84,0.76,0.927,0.743,5.84,5.4,-6.05,0.916,0.872,0.676,-5.42,-5.61,8.48,0.7,0.838,0.861,6.44,5.69,6.27,Rapid_Deterioration,0.5942,0.4972,0.3625,Very Poor,0.14263,0.19806,0.34068,0.05543,0.11107,Deteriorating,Severe,1,PI_TV,0.2948,0.2948,Very Poor,0,1,Rapid_Trend_Deterioration,0,,-0.0677,0.0,1,IR_LV_E_10min; PI_TV; Winding_LV_CapChange_pct; Bushing_TV_R_CapChange_pct; Bushing_TV_B_CapChange_pct
15,482.1872,403.9534,84.8394,99.9217,8.0611,654.6135,4358.7745,49.9421,27.6062,87.6839,86.1398,78.1613,93.9179,38.715,21.8,7486.9722,7466.793,7232.3735,12441.1972,11974.5844,12534.1256,1.6617,1.6037,1.7331,0.6413,0.69,0.595,-2.6317,3.0581,1.5143,0.5674,0.5663,0.6372,-2.4979,0.9602,2.0922,0.5933,0.6107,0.5462,1.9115,2.892,1.3295,0.5446,0.5063,0.643,1.8095,2.5098,-2.6797,682.4444,436.8713,98.1492,116.6267,12.3587,762.2691,5052.7717,48.2608,30.0031,91.3932,90.0585,79.9793,95.7799,39.7605,22.8,6258.7255,6826.3215,6276.4331,9672.211,10531.4001,10522.007,1.5454,1.5428,1.6764,0.6814,0.7387,0.6578,-3.7424,5.3069,2.8576,0.5917,0.5921,0.6787,-3.3689,2.8471,3.3174,0.6409,0.6361,0.5756,3.5125,4.3935,2.7202,0.6005,0.5478,0.6736,3.4056,3.8333,-3.8447,787.3,523.0,104.1,129.9,15.0,834.3,5582.3,46.2,32.3,92.2,90.6,82.3,100.4,39.8,23.8,5359.8,6021.1,5537.5,8207.7,9265.6,8302.9,1.531,1.539,1.499,0.715,0.772,0.682,-5.33,6.17,5.78,0.621,0.638,0.712,-5.0,4.29,4.62,0.678,0.68,0.602,4.5,5.0,3.91,0.633,0.575,0.706,4.28,4.59,-4.54,Gradual_Deterioration,0.7207,0.6533,0.5987,Poor,0.09918,0.08028,0.17946,-0.0189,0.05384,Deteriorating,High,1,C2H2,0.5653,0.5653,Poor,0,1,Rapid_Trend_Deterioration,0,,-0.0334,56.53,0,
16,1291.8863,713.2357,122.9392,151.9734,25.0535,1146.68,7367.4595,39.7586,39.1479,99.9352,98.8822,87.0851,107.5978,45.3907,30.4,4115.9612,3203.9011,2682.4442,6758.5528,5839.5782,5945.8811,1.642,1.8226,2.2166,0.8878,0.8508,0.7928,4.5617,5.1375,4.0475,0.663,0.7878,0.8465,6.0736,3.4624,5.0559,0.6981,0.6984,0.8192,-4.8462,-1.3661,5.1551,0.8129,0.811,0.6807,4.0127,3.1815,-5.1903,1405.315,694.4415,127.1474,151.377,25.4327,1211.7564,7646.1212,39.353,38.5151,104.6362,101.5318,88.6661,108.9976,45.3058,31.4,3680.1495,3088.9487,2502.135,6217.5989,5486.7313,5387.5273,1.6895,1.7762,2.1532,0.8948,0.8693,0.7964,5.3843,5.9986,4.8418,0.6793,0.8023,0.8631,6.2809,4.0359,5.5058,0.7143,0.7085,0.8329,-4.9988,-2.0642,5.2556,0.8083,0.8167,0.6986,4.6671,3.3721,-4.976,1648.1,898.7,145.1,184.7,32.7,1344.7,8687.6,33.4,45.5,108.8,108.3,95.1,118.4,45.5,32.4,1687.9,1688.3,988.1,1859.6,1812.3,1200.0,1.102,1.073,1.214,0.988,0.962,0.905,9.84,8.54,7.98,0.755,0.861,0.94,9.09,6.07,8.52,0.765,0.782,0.914,-7.77,-5.33,7.1,0.903,0.912,0.761,6.4,6.35,-7.2,Sudden_Deterioration,0.5295,0.5091,0.3305,Very Poor,0.02997,0.26267,0.29264,0.23269,0.12502,Deteriorating,Severe,1,PI_TV,0.2522,0.2522,Very Poor,0,1,Rapid_Trend_Deterioration,0,,-0.0783,0.0,1,IR_TV_E_1min; IR_HV_E_10min; IR_LV_E_10min; IR_TV_E_10min; PI_LV; PI_TV; Winding_HV_CapChange_pct; Bushing_TV_Y_CapChange_pct
17,1102.5075,389.8315,90.0494,111.9562,7.5528,792.9707,4324.1155,47.6112,37.05,98.1963,94.5912,82.6269,93.5867,38.7292,25.1,6424.3091,4805.3239,6005.8368,11203.8736,11401.0612,12717.8409,1.744,2.227,2.1176,0.6923,0.783,0.7043,-5.963,4.3619,5.0678,0.7397,0.7813,0.6251,6.6616,2.0932,-2.5132,0.6763,0.6578,0.7059,-2.9593,3.6833,6.2963,0.6963,0.6972,0.6462,6.1539,7.1101,-3.7754,777.6197,641.9023,98.4639,93.5839,18.0409,775.3609,5249.7251,42.0155,33.2093,96.8701,92.7072,82.371,97.0995,41.5156,26.1,7784.9674,5255.7027,7515.1454,12463.5242,12107.6775,10884.0033,1.601,2.227,1.4483,0.6724,0.7476,0.7373,-8.4947,7.062,3.6358,0.6649,0.718,0.7028,6.181,6.0589,-2.0955,0.6026,0.6942,0.6387,-4.6932,2.8413,3.309,0.671,0.6448,0.6982,3.7421,7.5536,-6.2278,824.0,506.4,97.3,106.1,13.9,828.6,5540.5,45.0,34.8,92.3,90.4,82.7,97.5,39.7,27.1,6140.9,5283.6,6064.8,9838.5,8415.7,9579.8,1.602,1.593,1.58,0.759,0.768,0.707,-7.23,6.21,5.75,0.723,0.715,0.675,5.39,4.08,-4.24,0.629,0.652,0.718,-3.61,4.61,3.68,0.676,0.638,0.692,5.03,5.08,-4.73,Volatile,0.6319,0.5959,0.5849,Poor,0.05296,0.01619,0.06915,-0.03677,0.02074,Deteriorating,Low,0,PI_LV,0.5705,0.5705,Poor,0,1,Winding_TD_Cap,0,,-0.0144,57.05,0,
18,403.2767,410.884,83.8618,82.3377,3.2799,629.5239,3958.4449,55.1842,27.7281,85.3534,85.528,78.4407,89.2823,38.1355,11.9,8464.6425,7907.5083,7938.3731,8041.7329,14813.6625,13852.6802,0.95,1.8734,1.745,0.9566,0.9898,0.9273,10.1411,9.2621,-9.262,0.5397,0.6209,0.6163,3.2934,-2.8997,3.7806,0.5292,0.5713,0.5778,-1.9769,3.6109,3.8516,0.5824,0.555,0.5797,-2.4227,-3.3791,3.4184,269.2116,365.3905,83.5584,76.7287,3.4158,580.3591,3845.3425,54.9118,27.4867,87.767,86.6559,78.616,90.9551,38.6277,12.9,8490.9586,7923.52,7858.7503,8242.9698,14838.2632,14713.9117,0.9708,1.8727,1.8723,0.9548,0.9936,0.9199,10.0775,9.6937,-9.3497,0.5355,0.6213,0.6195,2.9484,-3.3025,3.2213,0.5284,0.5739,0.5686,-2.3374,4.0264,3.6142,0.5809,0.5558,0.5864,-2.1614,-3.3994,3.2753,344.9,389.5,85.5,79.7,3.4,578.8,3774.9,55.0,27.4,86.0,85.6,78.0,90.7,38.5,13.9,8504.7,8060.6,7845.4,8393.7,14980.2,14201.0,0.987,1.858,1.81,0.962,0.99,0.917,9.84,9.53,-9.32,0.537,0.614,0.618,3.08,-3.15,3.23,0.525,0.572,0.572,-2.25,3.64,3.62,0.577,0.549,0.579,-2.28,-3.28,3.57,Stable,0.0,0.0,0.0,Critical,-0.01002,0.00061,-0.00941,0.01063,0.0017,Stable,Stable,0,Loading_pct,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,Any PI<1.0,0.0,0.0,0,
19,0.0,110.1429,65.6661,139.4308,68.7029,361.4747,2457.8452,60.7324,20.3882,106.8951,106.9518,94.7343,114.2994,44.09,13.4,8381.1686,7841.7841,7903.3062,14992.6686,14645.5663,13895.3629,1.7889,1.8676,1.7582,0.5335,0.4859,0.5506,-2.1287,-1.3141,1.7736,0.5363,0.4918,0.5335,1.6886,-2.3627,1.3936,0.5925,0.5464,0.5322,1.4677,-3.0005,2.88,0.562,0.561,0.5251,2.7785,2.2475,-2.1997,40.423,135.5587,71.1872,142.2744,70.0016,358.6218,2659.2603,60.4852,20.9896,104.6234,103.9862,95.2779,118.3283,44.3981,14.4,8150.7089,7738.9182,7072.6076,14383.9739,12747.3428,12745.0366,1.7648,1.6472,1.802,0.5568,0.5008,0.576,-2.6886,-1.8865,2.6299,0.5589,0.5203,0.5527,2.7279,-2.8523,1.9654,0.6097,0.5523,0.546,2.3096,-3.5961,3.9148,0.5981,0.5879,0.549,3.3293,2.1647,-2.9831,100.0,195.2,71.1,149.8,71.0,424.5,2985.6,58.8,22.6,106.2,103.8,96.0,118.3,44.2,15.4,7781.7,7233.1,6775.1,13089.9,12566.5,11856.4,1.682,1.737,1.75,0.584,0.536,0.582,-3.39,-2.91,3.04,0.579,0.533,0.566,3.21,-3.43,2.89,0.628,0.576,0.557,2.97,-4.18,4.14,0.609,0.594,0.56,3.73,3.18,-3.45,Gradual_Deterioration,0.0,0.0,0.0,Critical,0.03564,0.04034,0.07598,0.0047,0.02354,Deteriorating,Low,0,C2H2,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,C2H2>=35 ppm,0.0,0.0,1,H2
20,52.4092,98.5212,65.5089,44.2784,0.0,391.5086,2712.3371,59.3113,19.006,85.7265,83.0538,74.1035,81.7109,37.1562,17.9,2117.8928,2545.5539,1808.4265,2669.5209,4193.1853,2391.6938,1.2605,1.6473,1.3225,0.6412,0.677,1.1053,-2.7963,3.3822,2.2882,0.5114,0.4624,0.4931,1.5307,-0.7954,1.0101,0.4989,0.5289,0.5133,-0.7492,-0.1211,-1.4856,0.5325,0.4807,0.4671,0.6971,0.3486,-0.4744,173.6715,145.5155,69.4857,54.1943,0.0,434.7648,2851.5366,57.2753,20.5482,80.9874,84.0106,75.8655,84.2473,37.1531,18.9,1559.4991,2150.5914,1292.5298,1763.0946,3001.7994,2127.9198,1.1306,1.3958,1.6463,0.6647,0.6963,1.1053,-4.0688,4.7775,4.0776,0.5271,0.4836,0.5281,2.2406,-1.3697,1.384,0.5202,0.5404,0.5438,-1.5046,1.0875,-2.2877,0.5474,0.5032,0.5013,1.1196,1.3293,-1.0655,286.2,169.5,74.4,63.1,1.0,487.8,3019.6,56.1,22.3,82.2,84.9,75.9,87.5,37.5,19.9,1033.2,1420.4,690.0,1056.1,1568.7,703.8,1.022,1.104,1.02,0.709,0.724,2.046,-5.21,5.53,5.27,0.566,0.5,0.537,3.05,-2.25,2.49,0.55,0.562,0.566,-2.7,2.06,-2.92,0.581,0.531,0.521,2.17,2.11,-2.1,Gradual_Deterioration,0.0,0.0,0.0,Critical,0.04334,0.12396,0.1673,0.08062,0.06309,Deteriorating,High,0,Winding_TV_TanDelta_pct,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,Any IR 10min<1000 Mohm; Any winding TanDelta>=1.0%,0.0,0.0,1,H2; IR_TV_E_10min; Winding_TV_TanDelta_pct
21,1529.2802,755.281,129.3075,164.187,30.6458,1198.9946,7984.0126,37.3662,42.0132,99.8039,101.6224,90.6885,107.5233,43.1695,29.7,2645.8504,1483.9677,4076.0178,3090.609,3185.718,4857.1461,1.1681,2.1468,1.1916,0.8652,0.8901,0.9209,6.8512,-6.9129,8.1516,0.9281,0.7399,0.7077,7.1867,5.7599,7.6695,0.7931,0.7802,0.739,5.73,7.0434,7.1314,0.8254,0.8304,0.9076,-3.77,6.175,-7.2034,1569.0179,771.6492,132.9838,167.1356,32.6896,1229.5976,8012.5683,36.1338,43.0103,99.9202,101.793,91.8613,108.4124,43.1176,30.7,2358.9356,1490.6354,3484.2051,2638.3126,2006.9204,4234.1767,1.1184,1.3464,1.2152,0.8897,0.931,0.9162,7.2198,-7.8435,8.8497,0.9366,0.753,0.7251,8.2795,6.441,8.6235,0.8134,0.7942,0.7664,6.9112,7.2165,7.3811,0.8523,0.8587,0.9101,-4.8097,6.8341,-7.5657,1667.6,819.8,138.6,173.2,33.6,1277.5,8283.7,35.7,44.3,102.3,103.7,92.9,112.3,43.4,31.7,1554.1,831.0,2958.7,1641.1,1200.0,3428.5,1.056,1.444,1.159,0.91,0.946,0.936,8.24,-9.18,9.65,0.95,0.78,0.752,8.73,7.02,9.48,0.831,0.828,0.781,7.76,8.31,8.11,0.863,0.874,0.927,-5.56,7.61,-8.08,Gradual_Deterioration,0.422,0.3793,0.3486,Very Poor,0.0627,0.04519,0.10789,-0.01751,0.03237,Deteriorating,Moderate,0,PI_LV,0.3282,0.3282,Very Poor,0,1,Winding_TD_Cap,0,,-0.0204,32.82,0,
22,97.7868,162.0981,64.731,51.4026,0.0,427.3815,3253.7096,59.7247,66.8495,84.5927,83.0633,72.7017,85.1047,37.7903,14.6,1989.9917,1774.2063,2316.9072,2523.0507,3089.8078,4227.2172,1.2679,1.7415,1.8245,0.6408,0.6411,0.6443,-3.0733,3.2448,-3.5299,0.4941,0.4743,0.454,1.253,1.1785,-1.1466,0.4642,0.4623,0.5257,0.5075,0.4172,0.8969,0.4632,0.4651,0.5045,-0.8936,1.8874,0.7938,218.9798,211.1516,71.0893,64.894,0.0,469.4148,3894.2197,56.965,69.633,81.2985,81.2848,75.4985,87.5253,37.7434,15.6,1020.4947,1244.643,1318.8861,1613.9118,2047.782,2231.944,1.5815,1.6453,1.6923,0.6892,0.6778,0.6988,-4.6361,3.9099,-4.9535,0.5341,0.5115,0.4757,2.281,2.3273,-2.1248,0.5117,0.4966,0.5588,2.0202,1.429,2.1999,0.5048,0.5089,0.5303,-1.9739,3.0085,2.0629,273.2,250.9,75.3,76.8,1.1,536.9,4193.5,55.4,71.7,85.6,83.6,77.0,87.4,37.9,16.6,690.0,690.0,690.0,730.9,735.5,752.5,1.059,1.066,1.091,0.728,0.702,0.733,-5.89,5.38,-5.68,0.558,0.538,0.5,2.86,3.16,-3.05,0.529,0.54,0.575,2.89,2.37,3.54,0.536,0.538,0.559,-3.02,3.55,2.65,Gradual_Deterioration,0.0,0.0,0.0,Critical,0.05999,0.11498,0.17497,0.05499,0.06129,Deteriorating,High,0,PI_TV,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,Moisture>=50 ppm; Any IR 10min<1000 Mohm,0.0,0.0,1,H2; IR_LV_E_10min; IR_TV_E_10min; PI_LV; PI_TV
