Record_ID,H2,Methane,Ethane,Ethylene,Acetylene,CO,CO2,BDV,Moisture_PPM,WTI_HV,WTI_LV,OTI,Loading_pct,Ambient_Temp,Age_Years,IR_HV_E_1min,IR_LV_E_1min,IR_TV_E_1min,IR_HV_E_10min,IR_LV_E_10min,IR_TV_E_10min,PI_HV,PI_LV,PI_TV,Winding_HV_TanDelta_pct,Winding_LV_TanDelta_pct,Winding_TV_TanDelta_pct,Winding_HV_CapChange_pct,Winding_LV_CapChange_pct,Winding_TV_CapChange_pct,Bushing_HV_R_TanDelta_pct,Bushing_HV_Y_TanDelta_pct,Bushing_HV_B_TanDelta_pct,Bushing_HV_R_CapChange_pct,Bushing_HV_Y_CapChange_pct,Bushing_HV_B_CapChange_pct,Bushing_LV_R_TanDelta_pct,Bushing_LV_Y_TanDelta_pct,Bushing_LV_B_TanDelta_pct,Bushing_LV_R_CapChange_pct,Bushing_LV_Y_CapChange_pct,Bushing_LV_B_CapChange_pct,Bushing_TV_R_TanDelta_pct,Bushing_TV_Y_TanDelta_pct,Bushing_TV_B_TanDelta_pct,Bushing_TV_R_CapChange_pct,Bushing_TV_Y_CapChange_pct,Bushing_TV_B_CapChange_pct,Scenario_Generator,IR_Min_1min,IR_Min_10min,PI_Min,Max_Winding_TanDelta_pct,Max_Winding_CapChange_abs_pct,Max_Bushing_TanDelta_pct,Max_Bushing_CapChange_abs_pct,DGA_Subscore,Oil_Subscore,Thermal_Subscore,Age_Subscore,IR_PI_Subscore,Winding_TD_Cap_Subscore,Bushing_TD_Cap_Subscore,HI_PreCap,HI,Condition,Binary_HI,Anomaly_Flag,Anomaly_Type,Hard_Cap_Flag,Hard_Cap_Reason,Dominant_Risk_Parameter,WTI,HI_training_target,label_rule_any_gas_critical,H2_rule_score,Methane_rule_score,Ethane_rule_score,Ethylene_rule_score,Acetylene_rule_score,CO_rule_score,CO2_rule_score,BDV_score,OTI_score,WTI_score,BDV_below_40_flag,OTI_above_90_flag,WTI_above_95_flag,WTI_OTI_delta,thermal_stress_loss,oil_dielectric_loss,operating_score_min,operating_score_avg,H2_condition_from_threshold_table,H2_reason_from_threshold_table,Methane_condition_from_threshold_table,Methane_reason_from_threshold_table,Ethane_condition_from_threshold_table,Ethane_reason_from_threshold_table,Ethylene_condition_from_threshold_table,Ethylene_reason_from_threshold_table,Acetylene_condition_from_threshold_table,Acetylene_reason_from_threshold_table,CO_condition_from_threshold_table,CO_reason_from_threshold_table,CO2_condition_from_threshold_table,CO2_reason_from_threshold_table,gas_rule_avg,gas_rule_min,gas_critical_count,gas_poor_or_worse_count,label_rule_acceptable,label_rule_deteriorated,binary_hi_rule,Label_Rule_Derived,H2_healthy_max,H2_moderate_max,H2_poor_max,H2_critical_over,H2_critical_ratio,H2_critical_excess,H2_critical_flag,Methane_healthy_max,Methane_moderate_max,Methane_poor_max,Methane_critical_over,Methane_critical_ratio,Methane_critical_excess,Methane_critical_flag,Ethane_healthy_max,Ethane_moderate_max,Ethane_poor_max,Ethane_critical_over,Ethane_critical_ratio,Ethane_critical_excess,Ethane_critical_flag,Ethylene_healthy_max,Ethylene_moderate_max,Ethylene_poor_max,Ethylene_critical_over,Ethylene_critical_ratio,Ethylene_critical_excess,Ethylene_critical_flag,Acetylene_healthy_max,Acetylene_moderate_max,Acetylene_poor_max,Acetylene_critical_over,Acetylene_critical_ratio,Acetylene_critical_excess,Acetylene_critical_flag,CO_healthy_max,CO_moderate_max,CO_poor_max,CO_critical_over,CO_critical_ratio,CO_critical_excess,CO_critical_flag,CO2_healthy_max,CO2_moderate_max,CO2_poor_max,CO2_critical_over,CO2_critical_ratio,CO2_critical_excess,CO2_critical_flag,DGA_threshold_table_used_for_training,DGA_threshold_table_version,HI_Final_relation_used_for_training,HI_Final_relation
11,512.7,202.6,80.1,78.5,1.0,525.6,3482.0,29.1,23.5,83.3,86.1,75.7,89.4,37.5,13.3,1008.3,794.3,1121.3,1089.7,827.9,1294.9,1.080729941485669,1.0423013974568802,1.1548202978685456,0.702,0.711,0.764,5.22,5.63,6.6,0.517,0.548,0.535,2.3,-3.23,2.48,0.559,0.51,0.5,2.8,3.15,3.65,0.506,0.555,0.535,2.92,3.27,2.7,Critical_IR_PI,794.3,827.9,1.042,0.764,6.6,0.559,3.65,0.8545,0.3136,0.6978,0.9367,0.925,0.421,0.814,0.7213,0.0,Critical,0,1,Hard_Capped_Critical,1,BDV<=30 kV: critical oil dielectric strength; IR_Min_10min<1000 Mohm: critical insulation resistance,BDV,86.1,0.0,0.0,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.0,98.6,84.75000000000001,1.0,0.0,0.0,10.399999999999991,15.249999999999986,100.0,0.0,61.116666666666674,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Healthy,,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.7857142857142857,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.2848333333333334,0.0,0.0,120,400,1000,1000,0.2026,0.0,0.0,65,100,150,150,0.5339999999999999,0.0,0.0,50,100,200,200,0.3925,0.0,0.0,1,9,35,35,0.02857142857142857,0.0,0.0,350,570,1400,1400,0.37542857142857144,0.0,0.0,2500,4000,10000,10000,0.3482,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
12,924.6,553.8,101.5,111.9,14.4,792.6,5501.1,47.0,33.4,93.4,90.5,83.5,99.1,39.8,24.8,6057.8,6469.8,5957.9,9474.9,9731.7,8623.3,1.5640826702763377,1.5041732356487063,1.4473723963141374,0.792,0.75,0.862,6.68,-5.85,7.04,0.689,0.653,0.615,4.29,5.61,-4.27,0.714,0.691,0.621,-4.11,5.29,4.7,0.638,0.659,0.661,4.59,-3.71,5.69,Poor_Mixed,5957.9,8623.3,1.447,0.862,7.04,0.714,5.69,0.4643,0.7532,0.4834,0.5865,1.0,0.32,0.5025,0.5794,0.5794,Poor,0,1,Winding_TD_Cap,0,,C2H2,93.4,57.940000000000005,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,84.0,83.0,57.99999999999997,0.0,0.0,0.0,9.900000000000006,42.00000000000003,16.0,57.99999999999997,74.99999999999999,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.5136666666666667,0.0,0.0,120,400,1000,1000,0.5538,0.0,0.0,65,100,150,150,0.6766666666666666,0.0,0.0,50,100,200,200,0.5595,0.0,0.0,1,9,35,35,0.4114285714285714,0.0,0.0,350,570,1400,1400,0.5661428571428572,0.0,0.0,2500,4000,10000,10000,0.55011,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
13,1733.8,952.4,140.5,181.0,31.6,1271.9,7982.8,36.2,44.7,102.7,106.1,94.3,112.7,42.4,33.1,2988.4,1235.2,2348.2,3517.2,1429.0,2851.5,1.17695087672333,1.1568976683937824,1.2143343837833236,0.902,0.972,0.907,8.3,-9.09,8.58,0.896,0.82,0.874,-6.04,7.16,8.67,0.936,0.938,0.878,6.4,5.59,6.93,0.955,0.893,0.787,7.13,8.57,-8.22,Very Poor_Mixed,1235.2,1429.0,1.157,0.972,9.09,0.955,8.67,0.0891,0.6328,0.1861,0.2787,1.0,0.1159,0.1825,0.3398,0.3398,Very Poor,0,1,DGA,0,,C2H2,106.1,33.98,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,11.799999999999997,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.9632222222222222,0.0,0.0,120,400,1000,1000,0.9524,0.0,0.0,65,100,150,150,0.9366666666666666,0.0,0.0,50,100,200,200,0.905,0.0,0.0,1,9,35,35,0.9028571428571429,0.0,0.0,350,570,1400,1400,0.9085000000000001,0.0,0.0,2500,4000,10000,10000,0.79828,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
14,1558.5,869.2,140.5,176.8,31.6,1182.3,8562.1,34.9,44.3,101.7,106.0,92.8,111.2,43.4,32.4,2188.0,1849.1,2424.8,2638.6,2123.5,2574.3,1.2059414990859232,1.1483965172245958,1.0616545694490267,0.918,0.959,0.95,-8.9,9.6,9.84,0.76,0.927,0.743,5.84,5.4,-6.05,0.916,0.872,0.676,-5.42,-5.61,8.48,0.7,0.838,0.861,6.44,5.69,6.27,Very Poor_Mixed,1849.1,2123.5,1.062,0.959,9.84,0.927,8.48,0.1164,0.6367,0.2012,0.3059,1.0,0.0656,0.2909,0.3625,0.3625,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,106.0,36.25,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,13.200000000000003,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.8658333333333333,0.0,0.0,120,400,1000,1000,0.8692000000000001,0.0,0.0,65,100,150,150,0.9366666666666666,0.0,0.0,50,100,200,200,0.884,0.0,0.0,1,9,35,35,0.9028571428571429,0.0,0.0,350,570,1400,1400,0.8444999999999999,0.0,0.0,2500,4000,10000,10000,0.85621,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
15,787.3,523.0,104.1,129.9,15.0,834.3,5582.3,46.2,32.3,92.2,90.6,82.3,100.4,39.8,23.8,5359.8,6021.1,5537.5,8207.7,9265.6,8302.9,1.531344453151237,1.5388550264901761,1.499395033860045,0.715,0.772,0.682,-5.33,6.17,5.78,0.621,0.638,0.712,-5.0,4.29,4.62,0.678,0.68,0.602,4.5,5.0,3.91,0.633,0.575,0.706,4.28,4.59,-4.54,Poor_Mixed,5359.8,8207.7,1.499,0.772,6.17,0.712,5.0,0.4491,0.7666,0.4914,0.6212,1.0,0.4268,0.5249,0.5987,0.5987,Poor,0,1,Winding_TD_Cap,0,,C2H2,92.2,59.870000000000005,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,82.4,85.4,63.999999999999986,0.0,0.0,0.0,9.900000000000006,36.000000000000014,17.599999999999994,63.999999999999986,77.26666666666667,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.4373888888888889,0.0,0.0,120,400,1000,1000,0.523,0.0,0.0,65,100,150,150,0.694,0.0,0.0,50,100,200,200,0.6495000000000001,0.0,0.0,1,9,35,35,0.42857142857142855,0.0,0.0,350,570,1400,1400,0.5959285714285714,0.0,0.0,2500,4000,10000,10000,0.55823,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
16,1648.1,898.7,145.1,184.7,32.7,1344.7,8687.6,33.4,45.5,108.8,108.3,95.1,118.4,45.5,32.4,1687.9,1688.3,988.1,1859.6,1812.3,1200.0,1.1017240357841103,1.0734466623230468,1.2144519785446817,0.988,0.962,0.905,9.84,8.54,7.98,0.755,0.861,0.94,9.09,6.07,8.52,0.765,0.782,0.914,-7.77,-5.33,7.1,0.903,0.912,0.761,6.4,6.35,-7.2,Very Poor_Mixed,988.1,1200.0,1.073,0.988,9.84,0.94,9.09,0.0722,0.6251,0.085,0.3059,1.0,0.093,0.2255,0.3305,0.3305,Very Poor,0,1,DGA,0,,C2H2,108.8,33.050000000000004,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,13.700000000000003,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.915611111111111,0.0,0.0,120,400,1000,1000,0.8987,0.0,0.0,65,100,150,150,0.9673333333333333,0.0,0.0,50,100,200,200,0.9235,0.0,0.0,1,9,35,35,0.9342857142857144,0.0,0.0,350,570,1400,1400,0.9605,0.0,0.0,2500,4000,10000,10000,0.8687600000000001,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
17,824.0,506.4,97.3,106.1,13.9,828.6,5540.5,45.0,34.8,92.3,90.4,82.7,97.5,39.7,27.1,6140.9,5283.6,6064.8,9838.5,8415.7,9579.8,1.6021267240958166,1.5927965780906959,1.5795739348370925,0.759,0.768,0.707,-7.23,6.21,5.75,0.723,0.715,0.675,5.39,4.08,-4.24,0.629,0.652,0.718,-3.61,4.61,3.68,0.676,0.638,0.692,5.03,5.08,-4.73,Poor_Mixed,5283.6,8415.7,1.58,0.768,7.23,0.723,5.39,0.485,0.7368,0.5047,0.5047,1.0,0.3728,0.4854,0.5849,0.5849,Poor,0,1,Winding_TD_Cap,0,,C2H2,92.3,58.489999999999995,0.0,0.5,0.5,0.75,0.5,0.5,0.5,0.5,80.0,84.6,63.500000000000014,0.0,0.0,0.0,9.599999999999994,36.499999999999986,20.0,63.500000000000014,76.03333333333335,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5357142857142857,0.5,0.0,6.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.4577777777777778,0.0,0.0,120,400,1000,1000,0.5064,0.0,0.0,65,100,150,150,0.6486666666666666,0.0,0.0,50,100,200,200,0.5305,0.0,0.0,1,9,35,35,0.39714285714285713,0.0,0.0,350,570,1400,1400,0.5918571428571429,0.0,0.0,2500,4000,10000,10000,0.55405,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
18,344.9,389.5,85.5,79.7,3.4,578.8,3774.9,55.0,27.4,86.0,85.6,78.0,90.7,38.5,13.9,8504.7,8060.6,7845.4,8393.7,14980.2,14201.0,0.9869483932413842,1.8584472619904226,1.8101052846253856,0.962,0.99,0.917,9.84,9.53,-9.32,0.537,0.614,0.618,3.08,-3.15,3.23,0.525,0.572,0.572,-2.25,3.64,3.62,0.577,0.549,0.579,-2.28,-3.28,3.57,Critical_Winding_TD_Cap,7845.4,8393.7,0.987,0.99,9.84,0.618,3.64,0.7356,0.8323,0.6526,0.9219,0.8187,0.0505,0.7045,0.66,0.0,Critical,0,1,Hard_Capped_Critical,1,PI_Min<1.0: critical polarization index,PI_HV,86.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.5,0.75,95.0,94.0,85.0,0.0,0.0,0.0,8.0,15.0,5.0,85.0,91.33333333333333,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.7142857142857143,0.5,0.0,1.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.1916111111111111,0.0,0.0,120,400,1000,1000,0.3895,0.0,0.0,65,100,150,150,0.57,0.0,0.0,50,100,200,200,0.3985,0.0,0.0,1,9,35,35,0.09714285714285714,0.0,0.0,350,570,1400,1400,0.4134285714285714,0.0,0.0,2500,4000,10000,10000,0.37749,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
19,100.0,195.2,71.1,149.8,71.0,424.5,2985.6,58.8,22.6,106.2,103.8,96.0,118.3,44.2,15.4,7781.7,7233.1,6775.1,13089.9,12566.5,11856.4,1.6821388642584525,1.7373601913425778,1.7499963100175642,0.584,0.536,0.582,-3.39,-2.91,3.04,0.579,0.533,0.566,3.21,-3.43,2.89,0.628,0.576,0.557,2.97,-4.18,4.14,0.609,0.594,0.56,3.73,3.18,-3.45,Critical_Thermal,6775.1,11856.4,1.682,0.584,3.39,0.628,4.18,0.5307,0.915,0.1292,0.8828,1.0,0.7549,0.6754,0.6868,0.0,Critical,0,1,Hard_Capped_Critical,1,C2H2>=35 ppm: critical arcing indication,C2H2,106.2,0.0,1.0,1.0,0.75,0.75,0.5,0.0,0.75,0.75,98.8,0.0,0.0,0.0,1.0,1.0,10.200000000000003,100.0,1.2000000000000028,0.0,32.93333333333333,Healthy,,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Critical,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.6428571428571429,0.0,1.0,2.0,0.0,0.0,0.0,Any gas critical => Binary HI 0,100,700,1800,1800,0.05555555555555555,0.0,0.0,120,400,1000,1000,0.19519999999999998,0.0,0.0,65,100,150,150,0.474,0.0,0.0,50,100,200,200,0.7490000000000001,0.0,0.0,1,9,35,35,2.0285714285714285,36.0,1.0,350,570,1400,1400,0.3032142857142857,0.0,0.0,2500,4000,10000,10000,0.29856,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
20,286.2,169.5,74.4,63.1,1.0,487.8,3019.6,56.1,22.3,82.2,84.9,75.9,87.5,37.5,19.9,1033.2,1420.4,690.0,1056.1,1568.7,703.8,1.0221641502129306,1.1044072092368347,1.02,0.709,0.724,2.046,-5.21,5.53,5.27,0.566,0.5,0.537,3.05,-2.25,2.49,0.55,0.562,0.566,-2.7,2.06,-2.92,0.581,0.531,0.521,2.17,2.11,-2.1,Critical_IR_PI,690.0,703.8,1.02,2.046,5.53,0.581,3.05,0.9119,0.9215,0.7231,0.7499,0.925,0.3846,0.7976,0.7938,0.0,Critical,0,1,Hard_Capped_Critical,1,IR_Min_10min<1000 Mohm: critical insulation resistance; Winding_TV_TanDelta_pct>=1.0%: critical winding tan delta,Winding_TV_TanDelta_pct,84.9,0.0,0.0,0.75,0.75,0.75,0.75,1.0,0.75,0.75,96.1,98.19999999999999,87.74999999999999,0.0,0.0,0.0,9.0,12.250000000000014,3.9000000000000057,87.74999999999999,94.01666666666665,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Healthy,,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.7857142857142857,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.159,0.0,0.0,120,400,1000,1000,0.1695,0.0,0.0,65,100,150,150,0.49600000000000005,0.0,0.0,50,100,200,200,0.3155,0.0,0.0,1,9,35,35,0.02857142857142857,0.0,0.0,350,570,1400,1400,0.3484285714285714,0.0,0.0,2500,4000,10000,10000,0.30196,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
21,1667.6,819.8,138.6,173.2,33.6,1277.5,8283.7,35.7,44.3,102.3,103.7,92.9,112.3,43.4,31.7,1554.1,831.0,2958.7,1641.1,1200.0,3428.5,1.055980953606589,1.444043321299639,1.1587859532902964,0.91,0.946,0.936,8.24,-9.18,9.65,0.95,0.78,0.752,8.73,7.02,9.48,0.831,0.828,0.781,7.76,8.31,8.11,0.863,0.874,0.927,-5.56,7.61,-8.08,Very Poor_Mixed,831.0,1200.0,1.056,0.946,9.65,0.95,9.48,0.1029,0.6367,0.2046,0.3329,1.0,0.0948,0.2006,0.3486,0.3486,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,103.7,34.86,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,10.799999999999997,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.9264444444444444,0.0,0.0,120,400,1000,1000,0.8198,0.0,0.0,65,100,150,150,0.9239999999999999,0.0,0.0,50,100,200,200,0.866,0.0,0.0,1,9,35,35,0.9600000000000001,0.0,0.0,350,570,1400,1400,0.9125,0.0,0.0,2500,4000,10000,10000,0.82837,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
22,273.2,250.9,75.3,76.8,1.1,536.9,4193.5,55.4,71.7,85.6,83.6,77.0,87.4,37.9,16.6,690.0,690.0,690.0,730.9,735.5,752.5,1.0592753623188405,1.0659420289855073,1.0905797101449275,0.728,0.702,0.733,-5.89,5.38,-5.68,0.558,0.538,0.5,2.86,3.16,-3.05,0.529,0.54,0.575,2.89,2.37,3.54,0.536,0.538,0.559,-3.02,3.55,2.65,Critical_IR_PI,690.0,730.9,1.059,0.733,5.89,0.575,3.55,0.8451,0.5833,0.6973,0.8493,0.775,0.4337,0.7765,0.718,0.0,Critical,0,1,Hard_Capped_Critical,1,Moisture>=50 ppm: critical moisture; IR_Min_10min<1000 Mohm: critical insulation resistance,Moisture_PPM,85.6,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,95.4,96.0,86.00000000000001,0.0,0.0,0.0,8.599999999999994,13.999999999999986,4.599999999999994,86.00000000000001,92.46666666666668,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.7142857142857143,0.5,0.0,1.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.15177777777777776,0.0,0.0,120,400,1000,1000,0.2509,0.0,0.0,65,100,150,150,0.502,0.0,0.0,50,100,200,200,0.384,0.0,0.0,1,9,35,35,0.03142857142857143,0.0,0.0,350,570,1400,1400,0.3835,0.0,0.0,2500,4000,10000,10000,0.41935,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
23,340.2,174.1,70.3,64.0,2.0,464.5,3324.1,34.3,46.6,79.0,76.5,71.8,88.0,36.3,14.3,5799.6,5102.9,5416.2,8386.4,7615.1,5347.5,1.44603076074212,1.4923082952830744,0.987315830286917,0.647,0.772,0.646,5.21,4.99,-4.28,0.534,0.605,0.5,2.48,2.63,3.0,0.5,0.51,0.531,2.46,3.0,-2.82,0.556,0.546,0.519,2.83,-3.0,2.31,Critical_Oil,5102.9,5347.5,0.987,0.772,5.21,0.605,3.0,0.8436,0.6147,0.8609,0.9118,0.8125,0.5136,0.8227,0.7663,0.0,Critical,0,1,Hard_Capped_Critical,1,PI_Min<1.0: critical polarization index,Moisture_PPM,79.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,100.0,100.0,1.0,0.0,0.0,7.200000000000003,0.0,100.0,0.0,66.66666666666667,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.75,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.189,0.0,0.0,120,400,1000,1000,0.1741,0.0,0.0,65,100,150,150,0.4686666666666666,0.0,0.0,50,100,200,200,0.32,0.0,0.0,1,9,35,35,0.05714285714285714,0.0,0.0,350,570,1400,1400,0.3317857142857143,0.0,0.0,2500,4000,10000,10000,0.33241,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
